user_id,recipe_id,rating,profile_tag
10,374441,1,healthy_eater
10,161648,4,healthy_eater
10,41992,3,healthy_eater
10,40469,4,healthy_eater
10,208331,3,healthy_eater
10,239760,1,healthy_eater
10,154998,1,healthy_eater
10,395659,3,healthy_eater
10,10796,1,healthy_eater
10,109866,4,healthy_eater
11,227694,4,sweet_tooth
11,123040,4,sweet_tooth
11,265892,3,sweet_tooth
11,443943,4,sweet_tooth
11,29225,4,sweet_tooth
11,10837,2,sweet_tooth
11,302548,4,sweet_tooth
11,224487,3,sweet_tooth
11,226431,5,sweet_tooth
11,217133,3,sweet_tooth
11,65120,1,sweet_tooth
11,366223,4,sweet_tooth
11,8763,4,sweet_tooth
11,14598,2,sweet_tooth
11,479509,4,sweet_tooth
11,65803,2,sweet_tooth
11,157618,1,sweet_tooth
11,175489,2,sweet_tooth
11,432958,5,sweet_tooth
12,74414,4,sweet_tooth
12,45145,3,sweet_tooth
12,69918,4,sweet_tooth
12,356114,4,sweet_tooth
12,48297,1,sweet_tooth
12,157498,4,sweet_tooth
12,115591,3,sweet_tooth
12,112862,3,sweet_tooth
12,352951,4,sweet_tooth
12,403550,1,sweet_tooth
12,34505,4,sweet_tooth
12,35468,3,sweet_tooth
12,48908,1,sweet_tooth
12,45374,1,sweet_tooth
12,110811,4,sweet_tooth
12,413423,3,sweet_tooth
12,298208,4,sweet_tooth
12,86776,3,sweet_tooth
12,121906,5,sweet_tooth
12,165550,1,sweet_tooth
12,84709,4,sweet_tooth
12,364186,5,sweet_tooth
12,165830,1,sweet_tooth
12,103623,4,sweet_tooth
12,375362,4,sweet_tooth
12,301533,3,sweet_tooth
12,497164,3,sweet_tooth
12,118574,4,sweet_tooth
12,21528,1,sweet_tooth
12,496840,4,sweet_tooth
12,272256,2,sweet_tooth
12,448162,4,sweet_tooth
12,274735,4,sweet_tooth
12,204512,3,sweet_tooth
12,243304,5,sweet_tooth
12,22534,4,sweet_tooth
12,287697,4,sweet_tooth
12,203862,3,sweet_tooth
12,102687,2,sweet_tooth
12,322942,5,sweet_tooth
12,307344,2,sweet_tooth
12,37614,3,sweet_tooth
12,665,3,sweet_tooth
12,144508,3,sweet_tooth
12,17660,1,sweet_tooth
12,147814,2,sweet_tooth
12,175407,3,sweet_tooth
12,308538,3,sweet_tooth
13,389764,4,meat_lover
13,54193,3,meat_lover
13,2872,2,meat_lover
13,51545,4,meat_lover
13,456108,4,meat_lover
13,330532,3,meat_lover
13,224748,4,meat_lover
13,32906,3,meat_lover
13,220727,3,meat_lover
13,339072,4,meat_lover
13,145728,3,meat_lover
13,275124,3,meat_lover
13,464,3,meat_lover
13,291796,4,meat_lover
13,115843,4,meat_lover
14,227068,5,meat_lover
14,88375,4,meat_lover
14,192585,4,meat_lover
14,294503,3,meat_lover
14,170981,3,meat_lover
14,421487,3,meat_lover
14,150303,4,meat_lover
14,36592,3,meat_lover
14,317309,3,meat_lover
14,88914,3,meat_lover
14,388811,4,meat_lover
14,34090,3,meat_lover
14,485111,3,meat_lover
14,270023,4,meat_lover
14,363070,4,meat_lover
14,150931,3,meat_lover
14,398262,3,meat_lover
14,104894,4,meat_lover
14,134448,3,meat_lover
14,429718,3,meat_lover
14,132077,3,meat_lover
14,57410,3,meat_lover
14,514181,4,meat_lover
15,262448,3,meat_lover
15,295867,3,meat_lover
15,305085,3,meat_lover
15,274255,4,meat_lover
15,266264,3,meat_lover
15,237993,4,meat_lover
15,202993,3,meat_lover
15,217641,4,meat_lover
15,192587,3,meat_lover
15,351948,5,meat_lover
15,458703,3,meat_lover
15,312690,3,meat_lover
15,120280,4,meat_lover
15,65417,3,meat_lover
15,189822,4,meat_lover
15,359381,4,meat_lover
15,111759,3,meat_lover
15,342245,3,meat_lover
15,415154,4,meat_lover
16,20834,2,vegetarian
16,136301,3,vegetarian
16,383031,1,vegetarian
16,340308,1,vegetarian
16,52420,1,vegetarian
16,24640,3,vegetarian
16,399955,1,vegetarian
16,94710,3,vegetarian
16,156678,2,vegetarian
16,378293,1,vegetarian
16,98674,3,vegetarian
16,326819,3,vegetarian
16,323216,1,vegetarian
16,381452,1,vegetarian
16,423314,1,vegetarian
16,324104,1,vegetarian
16,205620,3,vegetarian
16,431625,3,vegetarian
16,502870,3,vegetarian
16,390687,3,vegetarian
16,328194,1,vegetarian
16,323656,1,vegetarian
16,69299,5,vegetarian
17,228024,3,vegetarian
17,261925,1,vegetarian
17,452752,1,vegetarian
17,11371,1,vegetarian
17,134945,3,vegetarian
17,77567,3,vegetarian
17,95372,3,vegetarian
17,331049,1,vegetarian
17,58748,1,vegetarian
17,91123,1,vegetarian
17,59972,3,vegetarian
17,243785,1,vegetarian
17,224086,2,vegetarian
17,113789,1,vegetarian
17,32511,4,vegetarian
17,329754,2,vegetarian
17,332587,4,vegetarian
17,459114,3,vegetarian
17,469208,2,vegetarian
17,309722,4,vegetarian
17,490759,3,vegetarian
17,167805,3,vegetarian
17,217734,4,vegetarian
17,225239,1,vegetarian
17,182941,3,vegetarian
17,294872,3,vegetarian
17,373467,3,vegetarian
17,34869,4,vegetarian
17,299022,1,vegetarian
17,123998,1,vegetarian
17,64236,3,vegetarian
17,168365,3,vegetarian
17,284080,3,vegetarian
17,166531,2,vegetarian
17,55095,3,vegetarian
17,89608,3,vegetarian
18,150830,4,spicy_lover
18,247913,3,spicy_lover
18,88055,3,spicy_lover
18,315425,5,spicy_lover
18,378447,4,spicy_lover
18,236321,3,spicy_lover
18,348119,3,spicy_lover
18,31807,3,spicy_lover
18,305365,4,spicy_lover
18,212145,1,spicy_lover
18,7139,3,spicy_lover
18,462250,3,spicy_lover
18,14598,3,spicy_lover
18,164058,1,spicy_lover
18,377133,1,spicy_lover
18,495787,3,spicy_lover
18,331296,1,spicy_lover
19,46571,1,sweet_tooth
19,74483,2,sweet_tooth
19,281449,1,sweet_tooth
19,108414,3,sweet_tooth
19,112220,4,sweet_tooth
19,70179,4,sweet_tooth
19,443781,3,sweet_tooth
19,14087,4,sweet_tooth
19,464057,4,sweet_tooth
19,389345,4,sweet_tooth
19,74906,1,sweet_tooth
19,407467,4,sweet_tooth
19,468297,5,sweet_tooth
19,127099,3,sweet_tooth
19,46061,1,sweet_tooth
19,112675,1,sweet_tooth
19,43659,4,sweet_tooth
19,277500,1,sweet_tooth
19,510945,1,sweet_tooth
19,163506,4,sweet_tooth
19,34685,4,sweet_tooth
19,153734,4,sweet_tooth
19,357899,3,sweet_tooth
19,489555,1,sweet_tooth
19,185013,3,sweet_tooth
20,233112,5,vegetarian
20,238788,1,vegetarian
20,366021,3,vegetarian
20,106545,4,vegetarian
20,135625,3,vegetarian
20,171578,3,vegetarian
20,63217,1,vegetarian
20,429535,3,vegetarian
20,475910,2,vegetarian
20,96715,1,vegetarian
20,402728,3,vegetarian
20,173242,3,vegetarian
20,82846,1,vegetarian
20,221175,3,vegetarian
20,219159,3,vegetarian
20,37987,1,vegetarian
21,117015,1,spicy_lover
21,401193,4,spicy_lover
21,122614,4,spicy_lover
21,4732,1,spicy_lover
21,430057,4,spicy_lover
21,511943,4,spicy_lover
21,231948,5,spicy_lover
21,217397,3,spicy_lover
21,362563,3,spicy_lover
21,289416,2,spicy_lover
21,420902,4,spicy_lover
21,71528,3,spicy_lover
21,285985,1,spicy_lover
21,284963,2,spicy_lover
21,42858,3,spicy_lover
21,241196,4,spicy_lover
21,84930,3,spicy_lover
21,243785,1,spicy_lover
21,169947,3,spicy_lover
21,156677,2,spicy_lover
21,4176,3,spicy_lover
21,93605,4,spicy_lover
21,67813,4,spicy_lover
21,428148,4,spicy_lover
21,426566,3,spicy_lover
21,353715,3,spicy_lover
21,486236,3,spicy_lover
21,158356,4,spicy_lover
21,405475,1,spicy_lover
21,140953,4,spicy_lover
21,174469,5,spicy_lover
21,195336,1,spicy_lover
21,373019,5,spicy_lover
21,69468,4,spicy_lover
21,172883,5,spicy_lover
21,247707,3,spicy_lover
21,168485,2,spicy_lover
21,308861,4,spicy_lover
21,39317,4,spicy_lover
21,183266,4,spicy_lover
21,94152,1,spicy_lover
21,345235,3,spicy_lover
21,438486,1,spicy_lover
21,71244,3,spicy_lover
21,303089,1,spicy_lover
21,43966,3,spicy_lover
21,76337,1,spicy_lover
21,225287,1,spicy_lover
21,41306,4,spicy_lover
21,331412,3,spicy_lover
22,61063,3,pescatarian
22,252161,1,pescatarian
22,86640,1,pescatarian
22,130727,3,pescatarian
22,292824,1,pescatarian
22,9270,3,pescatarian
22,91042,3,pescatarian
22,172288,3,pescatarian
22,29290,1,pescatarian
22,287721,3,pescatarian
22,115809,3,pescatarian
22,61205,1,pescatarian
22,178771,3,pescatarian
22,159628,3,pescatarian
22,414533,3,pescatarian
22,304605,3,pescatarian
22,329464,3,pescatarian
22,363714,3,pescatarian
22,362656,3,pescatarian
22,276477,3,pescatarian
22,197927,1,pescatarian
22,199138,3,pescatarian
22,106185,3,pescatarian
22,423000,3,pescatarian
22,344917,1,pescatarian
22,467096,3,pescatarian
22,411923,1,pescatarian
23,27489,3,spicy_lover
23,281409,1,spicy_lover
23,104000,5,spicy_lover
23,446919,5,spicy_lover
23,221110,5,spicy_lover
23,115256,1,spicy_lover
23,284967,3,spicy_lover
23,403872,3,spicy_lover
23,34233,5,spicy_lover
23,316609,4,spicy_lover
23,503855,4,spicy_lover
23,209299,4,spicy_lover
23,14664,3,spicy_lover
23,236671,3,spicy_lover
23,61040,3,spicy_lover
23,25775,4,spicy_lover
23,327437,3,spicy_lover
23,114776,4,spicy_lover
23,290254,4,spicy_lover
23,37766,2,spicy_lover
23,354585,3,spicy_lover
23,295639,4,spicy_lover
23,123142,3,spicy_lover
23,112809,3,spicy_lover
23,153830,1,spicy_lover
24,120513,3,healthy_eater
24,108500,1,healthy_eater
24,451038,1,healthy_eater
24,38961,4,healthy_eater
24,138873,2,healthy_eater
24,38325,3,healthy_eater
24,97196,3,healthy_eater
24,252650,1,healthy_eater
24,80753,3,healthy_eater
24,317022,1,healthy_eater
24,115584,1,healthy_eater
24,258910,4,healthy_eater
24,214031,3,healthy_eater
24,277167,3,healthy_eater
24,441970,3,healthy_eater
24,60970,1,healthy_eater
24,374704,1,healthy_eater
24,197386,1,healthy_eater
24,33516,4,healthy_eater
24,440549,4,healthy_eater
24,50881,3,healthy_eater
24,128804,1,healthy_eater
24,77223,3,healthy_eater
24,188796,3,healthy_eater
24,237576,3,healthy_eater
24,337995,2,healthy_eater
24,369103,3,healthy_eater
24,263246,3,healthy_eater
24,59688,1,healthy_eater
24,117674,1,healthy_eater
24,113278,4,healthy_eater
24,293445,1,healthy_eater
24,296373,2,healthy_eater
24,218825,3,healthy_eater
24,199138,1,healthy_eater
24,185906,3,healthy_eater
24,48420,3,healthy_eater
24,121360,1,healthy_eater
24,473930,4,healthy_eater
24,507638,4,healthy_eater
24,312422,3,healthy_eater
24,40520,1,healthy_eater
24,86184,3,healthy_eater
24,251940,4,healthy_eater
24,285461,1,healthy_eater
24,418328,4,healthy_eater
25,381617,3,meat_lover
25,211294,4,meat_lover
25,238268,4,meat_lover
25,59284,3,meat_lover
25,118574,4,meat_lover
25,234769,3,meat_lover
25,175317,3,meat_lover
25,320919,3,meat_lover
25,370299,4,meat_lover
25,169813,3,meat_lover
25,481140,3,meat_lover
25,334434,4,meat_lover
25,89364,4,meat_lover
25,209429,4,meat_lover
25,129975,3,meat_lover
25,302904,5,meat_lover
25,7210,3,meat_lover
25,103273,3,meat_lover
25,5211,4,meat_lover
25,321484,3,meat_lover
25,92867,3,meat_lover
25,62653,4,meat_lover
25,140356,2,meat_lover
25,115732,3,meat_lover
25,44986,3,meat_lover
25,60542,4,meat_lover
25,415095,4,meat_lover
25,72015,3,meat_lover
25,85231,5,meat_lover
25,313451,5,meat_lover
25,443843,3,meat_lover
25,265248,4,meat_lover
25,378802,3,meat_lover
25,92607,3,meat_lover
25,245546,4,meat_lover
25,26180,3,meat_lover
26,11639,3,meat_lover
26,316822,3,meat_lover
26,129841,3,meat_lover
26,267118,3,meat_lover
26,347912,5,meat_lover
26,42414,3,meat_lover
26,194257,4,meat_lover
26,356595,5,meat_lover
26,357896,3,meat_lover
26,65854,4,meat_lover
26,480675,3,meat_lover
26,127949,1,meat_lover
26,489590,3,meat_lover
26,218390,3,meat_lover
26,385085,3,meat_lover
26,158666,3,meat_lover
26,112248,3,meat_lover
26,214744,3,meat_lover
26,281054,3,meat_lover
26,130758,3,meat_lover
26,497996,4,meat_lover
26,231225,4,meat_lover
26,87150,4,meat_lover
26,92545,3,meat_lover
26,83886,3,meat_lover
26,223633,5,meat_lover
26,52203,2,meat_lover
26,189822,4,meat_lover
26,271013,4,meat_lover
26,53778,4,meat_lover
26,293262,3,meat_lover
26,457233,4,meat_lover
26,461329,3,meat_lover
26,194664,1,meat_lover
26,497019,3,meat_lover
26,88375,4,meat_lover
26,510505,1,meat_lover
26,49612,3,meat_lover
26,21131,3,meat_lover
26,193392,3,meat_lover
27,223095,3,meat_lover
27,243494,3,meat_lover
27,362463,3,meat_lover
27,89532,4,meat_lover
27,160867,5,meat_lover
27,98136,4,meat_lover
27,26689,3,meat_lover
27,433959,3,meat_lover
27,18224,3,meat_lover
27,28141,2,meat_lover
27,349761,3,meat_lover
27,53558,3,meat_lover
27,195740,3,meat_lover
27,383404,3,meat_lover
27,493602,2,meat_lover
27,207413,3,meat_lover
27,464837,3,meat_lover
27,355802,3,meat_lover
27,251526,4,meat_lover
27,80451,5,meat_lover
27,328199,4,meat_lover
27,316088,3,meat_lover
27,139693,3,meat_lover
27,136935,4,meat_lover
27,150274,4,meat_lover
27,56357,1,meat_lover
27,13255,3,meat_lover
27,104323,2,meat_lover
27,193145,3,meat_lover
27,31874,3,meat_lover
27,49837,5,meat_lover
27,187474,3,meat_lover
27,246146,3,meat_lover
27,383548,3,meat_lover
27,228921,4,meat_lover
27,391323,4,meat_lover
27,228204,5,meat_lover
28,252928,5,spicy_lover
28,186090,4,spicy_lover
28,358248,4,spicy_lover
28,81664,2,spicy_lover
28,58699,4,spicy_lover
28,492817,3,spicy_lover
28,138360,3,spicy_lover
28,191524,3,spicy_lover
28,469651,4,spicy_lover
28,126032,5,spicy_lover
28,242570,5,spicy_lover
28,87587,3,spicy_lover
28,348964,5,spicy_lover
28,8562,1,spicy_lover
28,190511,3,spicy_lover
28,211242,1,spicy_lover
28,134749,1,spicy_lover
28,62653,3,spicy_lover
28,364875,3,spicy_lover
28,419155,3,spicy_lover
28,157998,4,spicy_lover
28,115310,3,spicy_lover
28,109402,5,spicy_lover
28,317380,2,spicy_lover
28,95072,3,spicy_lover
28,41043,4,spicy_lover
28,181307,4,spicy_lover
28,127365,5,spicy_lover
28,131075,3,spicy_lover
28,156242,4,spicy_lover
28,9177,5,spicy_lover
28,319774,4,spicy_lover
28,290745,1,spicy_lover
28,244517,5,spicy_lover
28,96914,4,spicy_lover
28,79703,4,spicy_lover
28,125826,3,spicy_lover
29,58241,1,healthy_eater
29,421333,1,healthy_eater
29,393261,4,healthy_eater
29,33286,1,healthy_eater
29,129294,1,healthy_eater
29,183865,1,healthy_eater
29,169348,1,healthy_eater
29,204062,4,healthy_eater
29,414478,1,healthy_eater
29,343941,2,healthy_eater
29,84660,1,healthy_eater
29,330681,1,healthy_eater
29,168408,1,healthy_eater
29,44414,4,healthy_eater
29,168365,1,healthy_eater
29,328887,3,healthy_eater
29,138311,1,healthy_eater
29,333008,1,healthy_eater
30,72594,2,vegetarian
30,154854,3,vegetarian
30,292051,1,vegetarian
30,228605,1,vegetarian
30,332900,1,vegetarian
30,280408,3,vegetarian
30,242306,3,vegetarian
30,303995,5,vegetarian
30,61159,1,vegetarian
30,125400,1,vegetarian
30,506876,1,vegetarian
30,375737,1,vegetarian
30,55108,3,vegetarian
30,110871,3,vegetarian
30,69028,1,vegetarian
30,388506,4,vegetarian
30,442533,3,vegetarian
30,148356,3,vegetarian
30,202009,3,vegetarian
30,366041,3,vegetarian
30,287108,3,vegetarian
30,41797,1,vegetarian
30,154251,3,vegetarian
30,398055,3,vegetarian
30,240862,3,vegetarian
30,65276,1,vegetarian
30,320270,1,vegetarian
30,512595,4,vegetarian
30,44516,5,vegetarian
30,146942,3,vegetarian
30,419161,3,vegetarian
30,21265,3,vegetarian
30,157267,1,vegetarian
30,20283,1,vegetarian
30,84933,3,vegetarian
30,361927,3,vegetarian
30,89937,3,vegetarian
30,18607,1,vegetarian
30,82191,3,vegetarian
30,76422,5,vegetarian
30,223270,3,vegetarian
31,155273,5,meat_lover
31,423823,4,meat_lover
31,427782,3,meat_lover
31,88867,4,meat_lover
31,290391,3,meat_lover
31,3326,3,meat_lover
31,135412,3,meat_lover
31,242699,3,meat_lover
31,291391,3,meat_lover
31,456996,3,meat_lover
31,373890,3,meat_lover
31,145861,3,meat_lover
31,160867,4,meat_lover
31,374202,4,meat_lover
31,312602,3,meat_lover
31,296109,3,meat_lover
31,277500,3,meat_lover
31,189565,4,meat_lover
31,155391,4,meat_lover
31,192458,4,meat_lover
31,433643,3,meat_lover
31,93799,5,meat_lover
31,222868,4,meat_lover
31,380995,4,meat_lover
31,44079,3,meat_lover
32,173434,4,sweet_tooth
32,225738,3,sweet_tooth
32,323492,3,sweet_tooth
32,291136,3,sweet_tooth
32,142820,5,sweet_tooth
32,360142,3,sweet_tooth
32,201027,4,sweet_tooth
32,316190,3,sweet_tooth
32,221122,4,sweet_tooth
32,94070,1,sweet_tooth
32,17637,4,sweet_tooth
32,81096,1,sweet_tooth
32,330877,2,sweet_tooth
32,126523,3,sweet_tooth
32,112678,3,sweet_tooth
32,270814,4,sweet_tooth
32,279757,4,sweet_tooth
32,385912,3,sweet_tooth
32,475693,1,sweet_tooth
32,360260,3,sweet_tooth
32,371721,3,sweet_tooth
32,446409,1,sweet_tooth
32,376749,1,sweet_tooth
32,35669,3,sweet_tooth
32,169348,2,sweet_tooth
32,3007,4,sweet_tooth
32,162920,3,sweet_tooth
32,23595,4,sweet_tooth
32,383835,3,sweet_tooth
32,392314,2,sweet_tooth
32,357464,1,sweet_tooth
32,96845,4,sweet_tooth
32,325899,3,sweet_tooth
32,67969,3,sweet_tooth
32,451602,1,sweet_tooth
33,293925,3,healthy_eater
33,439643,1,healthy_eater
33,284021,1,healthy_eater
33,169186,3,healthy_eater
33,274078,1,healthy_eater
33,255460,2,healthy_eater
33,188737,1,healthy_eater
33,104303,1,healthy_eater
33,411015,3,healthy_eater
33,418110,3,healthy_eater
33,128804,1,healthy_eater
33,443909,1,healthy_eater
33,28230,1,healthy_eater
33,438641,1,healthy_eater
33,311887,1,healthy_eater
33,415298,1,healthy_eater
33,94498,1,healthy_eater
33,256361,1,healthy_eater
33,375631,3,healthy_eater
33,232220,4,healthy_eater
33,349761,1,healthy_eater
33,120679,1,healthy_eater
33,300266,3,healthy_eater
33,277378,1,healthy_eater
33,93035,4,healthy_eater
33,36873,1,healthy_eater
33,88515,1,healthy_eater
33,158973,3,healthy_eater
33,247285,2,healthy_eater
33,245128,1,healthy_eater
33,24760,4,healthy_eater
33,75466,1,healthy_eater
33,181096,3,healthy_eater
33,458350,4,healthy_eater
33,347840,3,healthy_eater
33,459539,1,healthy_eater
33,269004,2,healthy_eater
33,81598,1,healthy_eater
33,327047,4,healthy_eater
